modalite,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,Dim11,Dim12,Dim13,Dim14,Dim15,Dim16,Dim17,Dim18,Dim19,Dim20,Dim21,Dim22,Dim23,Dim24,Dim25,Dim26,Dim27,Dim28,Dim29,Dim30,Dim31,Dim32,Dim33,Dim34,Dim35,Dim36,Dim37,Dim38,Dim39,Dim40,Dim41,Dim42,Dim43,Dim44,Dim45,Dim46,Dim47,Dim48,Dim49,Dim50,Dim51,Dim52,Dim53,Dim54,Dim55,Dim56,Dim57
higher.m__yes,0.019481887174188733,0.006672537740578258,0.0037298978058393113,0.014264539216579785,0.011625601015122281,2.4894803833827184e-06,0.004895767148066115,0.010027014138556055,0.0028010809999774893,0.0118406633045998,0.0020374972864285255,0.007082709590528071,8.547147006423208e-06,0.002952050528179028,0.0048885104638474956,0.002966280898001363,0.0009765415389224769,6.120703835505397e-05,3.5889217540996835e-05,4.4882399126843793e-05,0.0003144569429129748,0.0004087333938492751,0.00010065264876888867,0.00029714449981859667,8.296508982171275e-05,0.0020023598572873444,0.0034213632211933724,0.0011857176557004032,0.0015270063140010721,0.0002443033500208829,0.0005418039909483022,4.711988481251472e-05,0.00018746398224344423,0.0001409975515476879,0.00034414747484951404,0.00022190633882365908,0.0003457382521977734,0.0007321544783322774,9.62358530650757e-05,0.0022582731250823974,0.0006639209342434828,0.0011762556061300073,9.865179127655471e-05,3.938382435969964e-05,2.476263266364015e-06,0.00012776518705599996,9.43474667760811e-05,0.00040712495015329006,2.6675307377557433e-05,0.11161305392676578,0.04134436923482844,0.024187602661692773,0.03530404802088546,0.001515139894685379,0.02969397832315113,1.162790697674418,1.1627906976744884
romantic.m__no,0.00041180210671374153,0.0023657951929422962,0.6380297873616358,0.00045373549652339193,0.04082071542007215,0.07002665113420824,0.4398712169979231,0.0011615056261401232,0.027557340011166904,0.035493665428393294,0.009887089760844516,0.000502177694022046,0.0004818442241674199,3.67133156774118e-06,0.005273392753265499,0.005764102250286936,0.0002106120265673374,0.004841798625484916,0.006257489714353092,0.00013241848225871845,5.0624485707612275e-05,0.0012179213603061207,0.000265663828542579,9.813253343647278e-07,0.0005053196222590018,0.005809039175022561,0.05381624235756657,0.003627722222637509,0.004913413323706344,0.006712113307514205,0.004964460690229911,0.0004120782308473916,0.03091195532794585,0.004662402346737995,0.002065836270586229,0.00012017885279731927,0.002741638553254855,0.0022461145537033657,0.0004620210151523053,0.011879460241613729,0.00346634609809007,0.0032500806085837912,0.009782627623018224,0.011478049693994156,0.001963725563751645,0.000506920762726231,0.0003353308319470214,0.00014224595523273324,0.001748592458802708,0.1121141566564184,0.5988799737409538,0.15452448865722732,1.1016030153190175,2.377992236631902,0.008141158154187592,1.162790697674418,1.1627906976744455
romantic.m__yes,0.001916014706061468,0.011007467682427547,2.9685968953529063,0.002111120535391713,0.18992882693332017,0.32581691837397697,2.046613426208284,0.005404202223775099,0.12821757795920405,0.16514336333908752,0.04600221580482821,0.0023365102584847405,0.002241903585445595,1.7081809830346907e-05,0.02453580955844551,0.026818961094993286,0.000979926361709827,0.022527707408418737,0.02911457255866736,0.0006161108824496931,0.00023554337756221107,0.005666690867113839,0.00123606896141992,4.565867297471508e-06,0.002351128883812866,0.02702804163934913,0.2503938423358928,0.016878906190034137,0.022860913122341443,0.031229825190982403,0.023098424061140006,0.0019172994442698827,0.14382578436548196,0.021693020303403757,0.009611832018892572,0.0005591628735336181,0.012756175116882467,0.010450622874996809,0.002149671031568155,0.05527222943234652,0.016128062464858033,0.015121831919768841,0.04551617897053721,0.05340456411478527,0.00913673581915967,0.002358578599663673,0.0015602125266758497,0.0006618357158943807,0.008135773983068192,0.521639810504189,2.786442366723984,0.7189647354564233,5.125489994300352,11.064217550134146,0.037878822117324004,1.162790697674418,1.1627906976744342
guardian.p__father,0.058118421166367985,0.006704200958288321,0.5727188583490475,1.195965875697307,2.08241122734295,0.3895374883347584,3.2286411793619685,1.6322948383895843,0.07350135385136693,0.009826186814182737,0.00022523886018028816,0.01168656299238511,0.00971814116472916,0.08907515368939288,0.06420288635225674,0.17527874133402363,0.00741500504932043,0.003494853588834963,0.003652025582862549,0.02814966388649143,2.528127909804073e-05,0.0007681221797711975,0.00016281032921740144,0.000951190757444955,0.0007532119656631218,0.0002792513661121469,0.00012671800926722593,0.000375838080807175,0.018711383754670633,0.012742101320566905,4.858660697461197e-05,0.007825760767381099,0.08214276916053329,0.000778704535397757,0.06584961698320752,0.003133144273561898,0.020277419143062966,0.0302394941285061,0.13257262909442633,0.27587525551018915,0.07480539038732241,0.00044614237531113646,0.017292633701644886,0.0884675015038564,0.00033800532619022294,0.00854478283395089,0.007989679950634513,0.07917441303984109,0.03373499422188032,1.108164909056955,9.389439716323631,1.8514618862420087,1.0432963997497198,2.7901409052624957,17.472709295571484,1.1627906976744193,1.1627906976744342
guardian.p__mother,1.1063160445090483e-12,5.2273246949428455e-05,0.0014478319722209749,0.20991297724125613,0.5945385991795594,0.01724440412823327,0.20008127950379484,0.0703705212986703,0.00019685725729745132,0.0024718182060309074,0.005491919663913065,0.001896827863207695,0.004900828040125699,0.012674598511881813,0.0011902397786268393,0.013952310227780785,0.0008558998557643015,0.00043218684951585684,0.0011304756485491932,0.009054505359960045,0.00039718505421804914,9.439564782820424e-08,0.0013469124302378347,0.00046101255929094896,8.579334579914816e-05,0.00043681523259923036,3.6791759269408977e-05,0.001072501584147484,0.0007524864746650345,0.00013208355105583447,6.380546773265959e-06,5.27863401433561e-05,0.005494852447731564,0.0008236785302964144,0.009479221256675425,7.62887340940116e-05,0.0014860486126746341,0.00517799486237707,0.0121668713853881,0.03883066686174093,0.011094467479166495,0.00044161090138799923,0.0011954702602828032,0.007458496679608757,0.0009091624092535672,0.0018840871026015403,0.0022235761521021665,0.013469703226436145,0.00516772221629022,0.12140806063088085,1.0273225652365592,0.2018938197344913,0.113516161922629,0.30583710330244934,1.9134220573636993,1.162790697674416,1.1627906976744227
guardian.p__other,1.8799451352485723,0.3480456074809632,13.324004412964547,2.738386463936734,25.454730408123144,1.6710955209581924,6.408459275620746,7.327954159845175,1.6920677661715535,2.011583532555989,1.4122105768094009,0.017880042256636593,0.41286960720321547,0.056422532074410066,0.7193566479496682,0.12317313251550153,0.00017109810393801315,0.0004444995769913198,0.8493363725042214,0.46408591521683196,0.09855913195955705,0.026539611549047482,0.31160468143431264,0.037491008435053985,9.652984701846364e-06,0.2063554788458368,0.02831699216146008,0.2048591363240491,0.09394957038771715,0.19756103600002073,0.006898862054914195,0.39439607108257757,0.12674088109093248,0.42508976526517384,0.045760734675407894,0.21947019038430454,0.021705268776645192,0.06138246220077544,0.030627257382459583,0.15967200873560936,0.06492316850922794,0.05810778555234082,0.023607364890137643,0.042974878283383276,0.17113011906117545,0.04853243004112056,0.09126203119050501,0.15556644760424157,0.03645328455181011,2.4216644483814997e-06,4.93660758087446e-05,0.00025928235225233917,0.000341495198294013,2.3876791890994466e-05,8.221951489323765e-07,1.1627906976744184,1.1627906976743854
schoolsup.p__no,0.008359680566505531,0.010388578643778157,0.09841027188992837,0.05454848584205764,0.025775406566962568,0.023106797628503196,0.01610481176014405,0.021503583066376154,0.022728665582819517,0.06268865962518262,0.0001742495808371949,0.004005574453692634,0.009412217452127761,0.004341696623688,7.946642021224644e-05,0.0057215824681790635,0.001876378685786871,0.0013502516237655037,6.527693405889237e-05,0.002236078602676463,0.0013572730970585242,0.003071931237553591,2.5586590907618997e-05,0.0006691127517302278,0.0003562836212028936,0.00030434373687191835,0.0012821646319946785,0.00017899655506462854,9.222779922956007e-05,0.0008169175810238197,0.00017540193495826467,1.6276685592382458e-05,0.003220307624340785,0.005706494935703104,8.223084411833604e-07,2.6718383793320415e-05,7.243238891943228e-06,1.098002423119257e-05,0.00010738276910734402,0.0035259958879214877,0.00015720104454639618,0.0019836188177026954,0.0043381840205444335,2.2770862894301998e-07,0.002245099441612434,7.624832681624183e-05,0.0022930441621189716,0.00025814634188852536,2.555104102027147e-05,0.03310079706061181,0.1812815158632178,0.2992794347030607,0.49314034353024405,0.31483848931888936,0.027325157115226855,1.162790697674418,1.162790697674471
schoolsup.p__yes,0.36857497230500424,0.45802827697272225,4.338869523518179,2.4050209213819866,1.1364273653747534,1.0187694647216519,0.7100547085800474,0.9480843759633005,1.0020977740802774,2.7639179274104535,0.007682594319279492,0.17660417543352758,0.414980902577332,0.19142366745975506,0.0035036426805897655,0.2522622823890278,0.08272878570486931,0.05953205399117142,0.0028780339118828434,0.09858781116056459,0.059841627940071515,0.13544021949124296,0.0011281025584805725,0.029500913578685325,0.015708402345387684,0.013418393621187978,0.056530125758793646,0.007891886514177458,0.004066286776911717,0.036017569380308034,0.007733401151536062,0.0007176325570939301,0.1419820750341384,0.2515970791171729,3.6255250248417364e-05,0.0011780028540938497,0.00031935150545029273,0.0004841048763435112,0.004734463336835411,0.1554597483001072,0.006930931173633576,0.08745696022498449,0.19126879819220047,1.003958236663887e-05,0.09898553634091012,0.0033617582299978635,0.101099399890163,0.01138156895532885,0.0011265351781675186,1.459400902083562,7.99262952180243,13.195110564283041,21.742360490109412,13.88110305865769,1.204755247149074,1.16279069767442,1.1627906976743896
famsup.p__no,1.1570008952361057,0.09323758767794998,0.27823568112578934,0.7765289482787749,0.02768825227649871,0.1436656370641787,0.2645911433854424,0.2457420507625849,0.04665034115617784,0.5789359815006174,0.13114187578284192,0.02187147740114158,0.05508580900730843,7.773992760850557e-07,0.039653392816884056,0.14780582278192841,0.023858022002896235,0.0038012060832404125,0.0038862724822123886,0.0042611221384322995,0.003653190447321731,9.423078820071197e-05,0.00977395073867868,0.0006252846913931027,0.034426471146478545,0.0010161295014114399,0.09054034157858099,0.01573429803807765,0.00022498383286992835,0.03273558485434765,0.017238309169931687,0.00013659333237271741,0.007054676525396319,0.17768273858674008,0.010128954410950488,0.026399018442009127,0.00311471838362085,0.03208398773731123,0.016599872865759407,0.052326916150848446,0.001348693900044145,0.01702506394138664,0.009016572646426293,0.0016328642543000271,0.04692669207824159,0.0071718411519094685,6.938459582592496e-08,0.03936174228375757,0.020277567866554345,0.05148280966435631,2.737584054823655,7.905702484304395,0.05911207684823537,0.01704976515002936,10.27807468572327,1.1627906976744173,1.1627906976744047
famsup.p__yes,0.41419987932079544,0.03337853732298806,0.09960682486898438,0.2779930404466425,0.009912240170902538,0.05143149826378026,0.09472215631884781,0.08797428609520315,0.01670056242542457,0.2072558583656822,0.04694806144646172,0.0078298671482632,0.01972041295478807,2.78304612956146e-07,0.014195693872874438,0.05291366170178484,0.008541039056340483,0.0013608106159938176,0.0013912639132501539,0.0015254580033403316,0.0013078218423571437,3.373409758086204e-05,0.003499019951598182,0.00022384843847792862,0.012324485013818673,0.0003637687045808403,0.03241293823533199,0.005632791102758166,8.054295965332087e-05,0.0117191571346187,0.006171218714937261,4.8899652556670863e-05,0.0025255349217945095,0.06360943123125008,0.0036261092899200708,0.00945070163548693,0.0011150518412959018,0.01148588899424513,0.005942662072301083,0.018732744671288683,0.00048282490786225735,0.006094878110281917,0.003227882810993613,0.0005845563126727868,0.01679949451704174,0.0025674792058155804,2.4839299032381488e-08,0.01409128460567159,0.007259256408381481,0.018430559248374584,0.9800398511420819,2.8301974773121334,0.021161794427075182,0.0061037210055333935,3.679493518117468,1.1627906976744171,1.1627906976744706
paid.p__no,0.0029446941178127703,2.83167934995897e-06,0.0007808517326164909,0.0010605141749773501,0.0008411050472710999,0.0003900014843650128,0.00024919411837994414,0.0002630650255664437,0.010224020092603765,0.0013380015070036315,0.009216877472272442,0.007473424239610754,0.01216731055300525,0.00025424326519914696,0.0027868835333094925,0.0017984170570809217,4.687248289976643e-05,0.004697965612011867,0.005158431729685372,0.04401529623054085,0.0014942513662106033,0.01263512339223916,0.00014865227650418195,8.956832037200367e-05,0.0012997440935590483,0.006123859689613662,0.0059905825760371845,0.0002577258027048685,0.0020699310015244218,0.004949606073548792,0.016906557455855155,0.005757417193390881,6.507202992637002e-05,0.015223393964538447,5.393615731503467e-06,0.008677476359303367,0.011377365992030698,0.0012800014893806781,0.004475149053903498,0.0007980381885101021,4.455155233499644e-05,0.007425147974417258,0.01248472158588637,0.0014484953910386333,0.00023198633171637867,0.006112601161659501,0.004833189691873012,0.03762969952419345,0.004380433369889861,4.1836709877515213e-05,0.00021107940372497785,4.791008349446756e-05,0.00022956149514684505,1.3130099531020192e-06,8.328656970591949e-05,1.1627906976744173,1.1627906976744802
paid.p__yes,0.5520691623004738,0.0005308812338704152,0.14639352838000588,0.198824444496936,0.15768977702803366,0.07311720136462209,0.046718736371302375,0.04931924420146355,1.9167920273021117,0.2508475724727991,1.72797364397326,1.4011122698688006,2.2811187429669753,0.04766534683177399,0.5224829459726481,0.3371659528790059,0.00878761981181222,0.880771257106412,0.967099117889657,8.251956483837002,0.28014118513027547,2.368823961891755,0.02786922324709142,0.01679220510453568,0.24367509976523724,1.1480968663060265,1.1231101676873574,0.0483182504905387,0.3880691943923054,0.9279486321557362,3.169629387167553,1.079396487310043,0.012199657965606334,2.854071090961184,0.0010111912475557062,1.6268471063205312,2.1330204975828413,0.23997377035229486,0.8389977670052049,0.14961563292753002,0.008352493397528481,1.3920614699493326,2.3406267380308843,0.2715628873944808,0.04349263274617056,1.1459861254794221,0.9061229715816963,7.054789347482508,0.8212405378200826,0.007843516661295432,0.03957301673142754,0.008982148434495263,0.04303802610802137,0.00024616217382436345,0.015614506950422312,1.162790697674419,1.1627906976744862
activities.p__no,0.29188958373029505,0.013184380073842322,0.09501816092963282,0.5883798355469717,0.3234183752659445,0.42463588724005524,0.3997313061864055,0.13582717911324202,0.09898719475652758,0.11389198095779388,0.028833762388927413,0.005341055709299301,0.014232946512985989,0.005333319506664371,9.79981748299869e-08,0.048101369829295505,0.015506516946532902,0.012213218636811124,0.030344042686300407,0.028889634286560252,0.00025600791822861304,0.019620346711198448,0.0004322837973540443,0.0016972217484635,0.002403785151599406,0.0004991676832628229,0.022601356829614203,0.0009317672922601187,0.009626266516298604,0.014622815685342206,0.00025743287220397564,0.0030153190907998948,0.06205468269909863,0.025129700599760378,0.015559792728074727,0.00045225821733394097,0.00016935558243650722,0.024559747334803532,0.016394565452867008,0.03638177581500874,0.007790203845102013,0.003125635500169742,0.010425347276304241,0.0012270285822113451,0.020529182813288995,0.0008044474440871445,0.024367758101585073,0.0024347435022842507,0.003054610155497844,0.004008011030094669,1.3577496813050316,5.127985420262481,0.42878196525522494,4.639887022135297,1.4883854798267355,1.162790697674419,1.162790697674513
activities.p__yes,0.24171376428705799,0.010917985139148817,0.07868453906582888,0.48723734181644746,0.2678227565577282,0.351640978223491,0.3310174946529621,0.11247848702367574,0.08197129597788026,0.09431394943114903,0.02387723863427076,0.004422928232870728,0.011786303007403678,0.004416521883468746,8.115228857685353e-08,0.0398327443556396,0.01284094668342384,0.010113766353143261,0.025127901748525434,0.023923506152700606,0.00021200015708511903,0.016247609111543403,0.0003579742125888808,0.0014054693299026134,0.0019905744840394285,0.000413360758509952,0.018716183590603386,0.0007715964947206049,0.007971511302146855,0.012109153669031838,0.0002131801614721149,0.002496985739091385,0.05138748274312295,0.020809905066661347,0.012885064358118732,0.0003745150297742134,0.00014024335781566972,0.020337926767950692,0.01357633965151904,0.030127748552409177,0.006451067804128793,0.0025883387576905764,0.00863323007950732,0.0010161023689292392,0.017000216287684115,0.0006661629284485151,0.020178940483922363,0.002016211094241551,0.0025295226697676426,0.0033190339340212604,1.1243525110886543,4.246484726519226,0.3550743454279028,3.842290443032377,1.2325320158449176,1.1627906976744184,1.1627906976744262
higher.p__no,7.9644338722533545,2.7313212254760586,1.5234296833989647,5.837317953640412,4.75590930706123,0.0009130113643526337,1.998547810206711,4.091159494541953,1.1431238450398835,4.829496388169374,0.8331757231753892,2.8984003979711686,0.0031740969601015178,1.21414850468478,1.9914256324356863,1.2121194528597496,0.3965762064933294,0.02710387261605223,0.01391281011792743,0.017229086300271305,0.12751455559411046,0.17801344518645215,0.03998856661043252,0.11669548122264768,0.03416916667878072,0.8198903662580954,1.4138100349311842,0.4808275948261245,0.6294422295654131,0.09578311268041584,0.22278405011563399,0.01761209712562196,0.07555537731592697,0.05871756315287355,0.14687269479064197,0.09319955939903764,0.1409186399723797,0.28012560169203243,0.038736800090180434,0.8780291366575608,0.29109576770935186,0.4636555436829977,0.03335713845874582,0.010857804073168295,0.0015424268027547326,0.0498145787680169,0.027522819370459632,0.14307885777327906,0.1318693433207115,45.88945601394695,16.29948205201001,9.668037955492826,14.534515986189398,0.6325078001415044,12.011972107544072,1.162790697674419,1.1627906976743567
higher.p__yes,0.019475882853898115,0.006679055043580517,0.0037253291980230852,0.014274325390800405,0.011629895359013365,2.2326385856951147e-06,0.004887162559677085,0.010004344857441673,0.0027953457145341977,0.011809842031207583,0.0020374119543897706,0.007087623241023588,7.761799715258978e-06,0.0029690263518737732,0.004869746293542184,0.002964064596112796,0.0009697703395109169,6.627864031820623e-05,3.4021785398867075e-05,4.2131264047882667e-05,0.0003118185908441952,0.00043530639596976766,9.778631492105445e-05,0.00028536209331706794,8.355580548789654e-05,0.0020049245159674393,0.0034572700407386543,0.001175795048331005,0.0015392108620576816,0.00023422388984161308,0.0005447865010073136,4.306786218981439e-05,0.0001847598587909273,0.00014358539474046235,0.0003591561489567006,0.0002279061801510177,0.000344596360275416,0.0006850070564259987,9.472529909746764e-05,0.002147094555888775,0.0007118330269428874,0.0011338032555948186,8.157010672497443e-05,2.6551205468136426e-05,3.7717839337942925e-06,0.00012181442096996164,6.73031146301021e-05,0.00034987886365279725,0.00032246760080234646,0.11221609519169447,0.03985804994001214,0.02364180275313109,0.03554207809687977,0.0015467072760135072,0.029373558166652613,1.162790697674418,1.1627906976744822
romantic.p__no,0.00047427430740202143,0.004007581628483632,0.6333621817615974,8.909621150996334e-05,0.040500570903064866,0.08724011877081875,0.4300308306910563,0.0005459169406744824,0.03629446561321142,0.0455110847239839,0.012621274776233914,0.00013930046320974272,0.0014599401667875149,0.0001365987061620356,0.002181918356302785,0.0030826597689331734,0.00013373474387336912,0.0011380745629840513,0.002945841910386646,0.0015866731593593205,0.0005631595961291977,0.0033025771942843825,2.4034586637743724e-05,0.0013818315223975929,0.0009152854743062983,0.0014419837103700618,0.06113976350398839,0.0009835312503423332,0.006239851984857011,0.005235535403458711,0.0038535229721120405,0.0016316495710760296,0.024614224795644367,0.007326896044621483,0.0010597464953192638,0.0011406870675851862,0.004613129773082733,0.009353013568552756,0.0008332388495016772,0.0036258388033369097,0.0007769397215577204,0.005409994460347334,0.005877005473649166,0.015175825418497168,0.0003692170554745858,0.0012679223388433528,5.7980209103032534e-05,0.00020152923943596152,0.006125382337081404,0.11271531123582759,0.6161492015596469,0.16858485913769675,1.1181101576808947,2.477265845598674,0.009491142464829332,1.162790697674418,1.1627906976744797
romantic.p__yes,0.002102901369213723,0.017769355755192708,2.808286635914451,0.0003950467951814401,0.179576891846685,0.386817000942911,1.9067286769506773,0.0024205601359895373,0.16092729511533024,0.20179318357919024,0.05596190979341322,0.0006176491752642356,0.006473279551078967,0.0006056697605959151,0.009674483790015695,0.013668312509736711,0.0005929711384605423,0.005046148440712114,0.013061671041750798,0.007035205380592296,0.0024970129465227762,0.014643412041099316,0.00010656779074932391,0.006126950912416789,0.004058316141313975,0.006393661793597277,0.27108972672424214,0.004360913464486354,0.027667097031938297,0.02321402276418879,0.017086269713282247,0.007234627858903532,0.10913786856478526,0.032486979547177476,0.004698846893549671,0.005057732115849032,0.020454316763048742,0.041470652600442234,0.003694526754142409,0.01607673294775941,0.0034449000900131995,0.023987562852439543,0.0260582592489833,0.06728862085387012,0.001637084361047486,0.005621885016323266,0.00025708046842760034,0.0008935675134247531,0.027159546074014555,0.4997723440419459,2.731965403518034,0.747494278261442,4.957627568734713,10.98403530892287,0.04208310712439925,1.1627906976744196,1.1627906976744384
Dalc__1.0,0.01155929916869559,0.03298160379804699,0.025833015470411187,0.02466264824256033,0.001612420884012877,0.02053327560703906,0.002327254145683547,0.013110953881560026,0.07708813882969698,0.0019252358968284285,0.024337842409096363,0.01150054053595528,0.0367358865862431,0.06467711752430172,0.0029858042980350358,0.03390194244494359,0.00709162743243338,0.015939625264402717,0.0020460698449624223,0.07584909381817428,0.03140718653593949,0.0183581281682775,0.010197686689375752,0.025041015797067866,0.009374685546297902,0.0003190077062609752,0.134639948421865,0.08264218548978805,0.0046792512783470205,0.0015224545089832404,0.006380785558390048,0.0011539410243919068,0.0429355213674912,0.029425390213896542,0.15601979674677735,0.023033048189987755,0.002513704793504792,0.0036608524944626184,0.10212078417463578,0.13701059333397014,0.00033110902939396383,0.06527507657848942,0.01186462983616692,0.00748681674853777,0.08006289852879041,0.012571716732731584,0.22130651297621293,0.0033252742487582484,0.00799120219433595,1.1893191108541108e-06,0.00031585993375592034,0.00018728574782038947,9.43983556057859e-05,0.00012154830522726962,3.5445725471232056e-05,1.1627906976744184,1.1627906976744902
Dalc__1.5,5.033378166311298,28.425489273623928,7.6845691075253155,9.071772860313578,3.514584580109719,13.432757839210641,13.196013952222845,0.009177478729164062,15.04776802994901,1.7087789921879242,1.195607840171098,0.2614805173996946,0.0004212505169564315,4.42560698609972,3.3266758695086684,0.054907259219181964,0.14968127820507524,1.8130130640713387,0.44122114668337237,0.2957261029925415,0.011241004096144985,0.5601363141051033,0.10647629504581091,0.4914623384530996,0.07679445194549223,0.1634155095464003,1.0789267570261432,0.04587957415960379,0.4215610562022476,0.9159125389100634,0.6481641771730081,1.6620463259176075e-06,3.143377875300589,1.565011572292814,1.7452168884139128,0.07482505785362988,0.7184695547270565,1.0412665868826367,3.9497575882476132,0.2650307774221383,1.8854182010539593,3.1440053374426133,0.3200390945975777,1.433015738526296,0.10494244353508803,1.7376831173076952,2.809941471880795,1.818672864196031,0.8292983472223859,0.00749143038087109,0.045491498854648864,0.0077314971562667464,0.08645423114059088,0.23490024586620617,0.0004240125372471126,1.1627906976744184,1.1627906976743507
Dalc__2.0,0.032226552788390796,0.024449829298411815,0.18602215821580653,0.1727757986535637,0.13706757234224354,0.16743806064879038,0.007028122380203276,0.058882964505938246,0.34466266908549925,0.16912384027773647,0.13590757446167168,0.000959511994438311,0.25366551857965464,0.1599631869967267,0.5973967624389421,0.057417356685143306,0.8734128085506567,0.23371425209420651,0.00011606852426055943,0.7569946002963549,0.26251960709947353,0.43426888378176676,0.07696869440742704,0.3517914295852935,0.1343704000601331,0.12627078937909902,2.1907783990874528,1.7644269310870997,0.04206491385769742,0.0008324224047592998,0.01192212265049522,0.5291193767366809,1.7660551730756695,0.6989783344633097,0.16846447586712196,0.030156978664372645,0.8651942873058032,0.20522390018626607,0.03687952359629087,0.9715613480235545,3.7371258873032947e-06,0.10329121931462883,0.13269770391761831,0.08853555257513475,0.3427703715153119,0.00900684466526991,0.4058414656305252,0.023293788662466428,0.005971468588432687,7.773947777031876e-08,0.000742711323257955,0.0008072812451574189,0.0006319842560169409,7.030938683585733e-07,0.00017271136411636185,1.1627906976744196,1.1627906976744107
Dalc__3.0,0.7127479438201766,0.08165023481425059,0.12884719562973526,0.21748315823205425,1.515426730505634,1.1221661888999703,0.8009728924331802,0.08968100322548589,1.522778759054552,0.9505617645355879,0.3771564230448528,0.0020293541948382854,0.8137939609295135,6.81065526234139,1.1371499304411674,3.8792909166120624,2.0394602635467205,0.5545293805997603,0.0006537401236504654,0.59954359364296,0.8799044153015526,0.139164605157231,0.43028793862937104,0.0007442822184597993,0.008140212578466255,1.0577589829440295,0.2761969485775637,0.15172474888114398,1.8333454704153114,1.428562729041465,0.008647849917705824,4.3523320947290705,1.4455863525875896,4.298925628633254,4.207163710097403,0.0010785127937146693,0.015912697017743015,2.6644496247606884,1.1592801831709056,0.8978856778697244,0.10153145434300605,1.258827224080819,0.6656182679254279,0.45001982206135555,1.219019838429745,0.3936263721199309,6.08931230175628,0.1596873672849318,0.07657408990794497,0.00021752289988868494,8.920057441047504e-05,0.000934678476457038,0.0023096032484040485,5.957526099311517e-05,0.00043238881931598476,1.1627906976744184,1.1627906976743967
Dalc__4.0,0.26456929628816694,0.0012730020659929243,2.401082297395128,0.02551661185133482,1.089938227560074,0.18625735083193842,0.26483192527803545,2.2479151576015632,0.2870936634297986,6.940533843538724,5.1423963897613,2.187454495615561,24.736897777525364,0.7546430727631679,0.004211008141829303,0.024735815353310504,1.7889800012361396,0.05528813186365414,0.23439621451400447,9.511360703387062,17.89473288789223,1.4343919042178628,6.234148066629382,0.3789534868812144,1.5908464931010768,1.1369226366059817,5.043643459507223,4.663322210291917,4.235875506893733,0.18698777235250819,21.354295843799868,0.06934511501553171,3.2340673763345302,1.248455819264072,0.00025083315278120273,0.9312161951436779,0.0010132063340021946,18.565429264573748,11.978845615827284,1.5734372075842766,0.1917932971322472,0.7338461233843814,3.8714307494838285,0.00044342206787206654,2.3403171820200903,9.813301588927093,1.566956933071455,0.7591812549832558,3.514318010594044,0.0028885073859197157,0.0353224200332153,0.009527981027117969,0.003298490713477918,0.0005156715913166376,5.602993050728517e-05,1.1627906976744187,1.1627906976743727
Dalc__5.0,0.08258261136182367,0.12826371064615913,0.2867415080255367,0.5979162309368168,1.3207434718995426,0.03282639054122755,3.479998172394535,0.5290260474638769,3.732169142110479,1.2806932195406293,10.503622058527634,2.058211781455455,0.12711995862665057,9.13721402499135,14.377182820643938,2.105808224192715,6.19366125075513,0.8692726669168254,0.4701472030602267,0.07116150641126558,5.64553521075383,0.7451434303366139,1.024384890872041,0.7807071614381451,0.9872536486581899,0.01866547262558243,0.7304508093729599,1.0293685402563475,2.094651350125154,2.767116387600342,10.9708749828033,1.1232842694419534,1.9798756019148163,13.587965496885463,4.8526166791625585,4.0055845214194,33.12510943029299,0.493549862119273,9.307442916641111,0.6478790371594503,0.6772366500356544,0.06194079448409238,6.104244693287359,1.7043736100409348,0.5949099402267944,4.867655701199376,4.260564914520972,0.2986020362139416,0.015418271303508342,0.0004936391218159599,5.9173717347824565e-06,0.0035244031994488144,0.005169828720483346,6.369182010003599e-05,0.0004393807234521065,1.1627906976744171,1.1627906976743643
studytime__1.0,0.7253295850392693,0.12997340019681047,0.04093987699291038,0.00349695652814094,0.004878830161732084,0.35620811588179707,0.0009716169298796063,0.0022759522102417567,0.6326167015131015,0.008052216445775582,0.03641589723582725,0.022837871950888218,0.051941361415765795,0.03777760858940522,0.04537449666957736,0.026892385148964963,0.4449306931467783,0.06192281318479483,0.14446351368932714,0.00033537768061307695,0.006708986156358193,0.004343468692383952,0.18362271309154612,0.39187415594153063,0.16490106333919463,0.14245576929263357,0.008242761716113252,0.050097820423227246,0.33451641754538247,0.4186201723607247,0.0002328444128808548,0.014206046153761176,0.22164836472985092,0.14462969516196733,0.04157870115838613,0.5141600253261913,0.47583778083419204,0.11042304824019536,0.18377662753656726,2.422691113669792,0.14010836302723437,0.06009388707193301,3.4490836221315413,0.0006127981462198314,0.0384562964247604,0.39116824549079304,0.08618365906214828,0.4349046838512599,0.0057922001288908545,2.305172246551815e-05,0.0002318605167972805,0.0007993341182833257,0.0005032247365549082,0.00016645182216842828,0.0005467126056542045,1.1627906976744187,1.1627906976744762
